chart_name,person_id,mem,int,tru,emp,aes,itt,cft,model
HousePrice-1,persona_75,5,5,6,3,5,5,5,gpt-4o
HousePrice-1,persona_76,5,4,6,3,4,5,5,gpt-4o
HousePrice-1,persona_77,5,6,6,4,5,6,5,gpt-4o
HousePrice-2,persona_72,5,6,6,3,5,5,5,gpt-4o
HousePrice-2,persona_73,4,5,5,3,5,4,4,gpt-4o
HousePrice-2,persona_74,6,6,7,3,6,6,5,gpt-4o
HousePrice-2,persona_75,4,4,5,3,5,5,4,gpt-4o
HousePrice-2,persona_76,5,5,6,3,5,5,5,gpt-4o
HousePrice-2,persona_77,6,5,6,4,5,5,5,gpt-4o
HousePrice-3,persona_72,5,6,6,4,5,6,5,gpt-4o
HousePrice-3,persona_73,5,6,6,4,6,5,5,gpt-4o
HousePrice-3,persona_74,6,7,7,4,6,6,5,gpt-4o
HousePrice-3,persona_75,5,5,5,4,5,5,5,gpt-4o
HousePrice-3,persona_76,5,6,6,4,5,6,5,gpt-4o
HousePrice-3,persona_77,6,6,7,5,6,6,6,gpt-4o
HousePrice-4,persona_72,5,5,6,4,5,5,5,gpt-4o
HousePrice-4,persona_73,4,5,5,3,4,4,4,gpt-4o
HousePrice-4,persona_74,5,6,6,4,5,6,5,gpt-4o
HousePrice-4,persona_75,4,4,5,3,5,4,4,gpt-4o
HousePrice-4,persona_76,5,5,6,4,5,5,5,gpt-4o
HousePrice-4,persona_77,6,5,6,4,5,5,5,gpt-4o
HousePrice-5,persona_72,6,6,6,4,5,6,6,gpt-4o
HousePrice-5,persona_73,5,5,5,3,4,4,4,gpt-4o
HousePrice-5,persona_74,5,6,6,4,5,6,5,gpt-4o
HousePrice-5,persona_75,4,4,5,3,5,4,4,gpt-4o
HousePrice-5,persona_76,5,5,5,4,5,5,5,gpt-4o
HousePrice-5,persona_77,6,6,6,5,5,6,5,gpt-4o
HousePrice-6,persona_72,5,6,6,5,5,6,5,gpt-4o
HousePrice-6,persona_73,5,5,5,4,5,5,5,gpt-4o
HousePrice-6,persona_74,6,6,7,5,6,6,5,gpt-4o
HousePrice-6,persona_75,4,4,5,3,4,4,4,gpt-4o
HousePrice-6,persona_76,5,6,6,4,5,6,5,gpt-4o
HousePrice-6,persona_77,6,5,6,5,5,6,5,gpt-4o
HousePrice-2,persona_78,5,5,6,3,4,5,5,gpt-4o
HousePrice-2,persona_79,4,4,5,3,4,4,4,gpt-4o
HousePrice-2,persona_80,6,6,6,5,5,6,6,gpt-4o
HousePrice-2,persona_81,5,5,5,4,4,5,5,gpt-4o
HousePrice-2,persona_82,6,6,7,4,5,6,6,gpt-4o
HousePrice-2,persona_83,5,5,5,4,4,5,5,gpt-4o
HousePrice-3,persona_78,6,5,6,4,5,6,5,gpt-4o
HousePrice-3,persona_79,5,4,5,3,5,4,4,gpt-4o
HousePrice-3,persona_80,7,6,7,5,6,6,6,gpt-4o
HousePrice-3,persona_81,5,5,5,4,5,5,5,gpt-4o
HousePrice-3,persona_82,6,6,7,4,5,6,6,gpt-4o
HousePrice-3,persona_83,5,4,5,4,4,5,4,gpt-4o
HousePrice-4,persona_78,5,5,6,3,5,5,5,gpt-4o
HousePrice-4,persona_79,4,4,5,3,5,4,4,gpt-4o
HousePrice-4,persona_80,6,6,6,5,6,6,6,gpt-4o
HousePrice-4,persona_81,5,5,5,4,5,5,5,gpt-4o
HousePrice-4,persona_82,6,6,7,4,5,6,6,gpt-4o
HousePrice-4,persona_83,5,4,5,4,5,5,5,gpt-4o
HousePrice-5,persona_78,6,5,6,4,5,6,5,gpt-4o
HousePrice-5,persona_79,5,4,5,3,5,4,4,gpt-4o
HousePrice-5,persona_80,7,6,7,5,6,6,6,gpt-4o
HousePrice-5,persona_81,5,5,5,4,5,5,5,gpt-4o
HousePrice-5,persona_82,6,6,7,4,5,6,6,gpt-4o
HousePrice-5,persona_83,5,4,5,4,4,5,5,gpt-4o
HousePrice-6,persona_78,6,5,6,4,5,6,5,gpt-4o
HousePrice-6,persona_79,5,4,5,3,5,4,4,gpt-4o
HousePrice-6,persona_80,7,6,7,5,6,6,6,gpt-4o
HousePrice-6,persona_81,5,5,5,4,5,5,5,gpt-4o
HousePrice-6,persona_82,6,6,7,4,5,6,6,gpt-4o
HousePrice-6,persona_83,5,4,5,4,5,5,5,gpt-4o
HousePrice-7,persona_78,6,5,6,4,5,6,5,gpt-4o
HousePrice-7,persona_79,5,4,5,3,5,4,4,gpt-4o
HousePrice-7,persona_80,7,6,7,5,6,6,6,gpt-4o
HousePrice-7,persona_81,5,5,5,4,5,5,5,gpt-4o
HousePrice-7,persona_82,6,6,7,4,5,6,6,gpt-4o
HousePrice-7,persona_83,5,4,5,4,5,5,5,gpt-4o
HousePrice-3,persona_84,5,6,6,4,5,5,5,gpt-4o
HousePrice-3,persona_85,4,5,5,3,4,4,4,gpt-4o
HousePrice-3,persona_86,6,6,7,5,5,6,6,gpt-4o
HousePrice-3,persona_87,4,6,6,3,5,5,5,gpt-4o
HousePrice-3,persona_88,5,6,5,4,6,5,5,gpt-4o
HousePrice-3,persona_89,6,6,7,5,5,6,6,gpt-4o
HousePrice-4,persona_84,5,5,6,4,4,5,5,gpt-4o
HousePrice-4,persona_85,4,5,5,3,3,4,4,gpt-4o
HousePrice-4,persona_86,6,6,7,5,5,6,6,gpt-4o
HousePrice-4,persona_87,4,5,6,3,4,5,5,gpt-4o
HousePrice-4,persona_88,5,5,5,4,5,5,5,gpt-4o
HousePrice-4,persona_89,6,6,7,5,5,6,6,gpt-4o
HousePrice-5,persona_84,6,5,7,5,6,6,6,gpt-4o
HousePrice-5,persona_85,5,5,6,4,5,5,5,gpt-4o
HousePrice-5,persona_86,7,7,7,6,6,7,7,gpt-4o
HousePrice-5,persona_87,5,5,6,4,5,5,5,gpt-4o
HousePrice-5,persona_88,5,5,6,4,5,5,5,gpt-4o
HousePrice-5,persona_89,7,7,7,6,6,7,7,gpt-4o
HousePrice-6,persona_84,5,6,6,5,5,5,5,gpt-4o
HousePrice-6,persona_85,4,5,5,4,4,4,4,gpt-4o
HousePrice-6,persona_86,6,6,7,6,5,6,6,gpt-4o
HousePrice-6,persona_87,4,5,6,4,4,5,5,gpt-4o
HousePrice-6,persona_88,5,6,6,4,5,5,5,gpt-4o
HousePrice-6,persona_89,6,6,7,6,5,6,6,gpt-4o
HousePrice-7,persona_84,4,5,6,4,5,5,5,gpt-4o
HousePrice-7,persona_85,3,4,5,3,4,4,4,gpt-4o
HousePrice-7,persona_86,5,6,7,5,5,6,6,gpt-4o
HousePrice-7,persona_87,3,4,6,3,4,5,5,gpt-4o
HousePrice-7,persona_88,4,4,6,3,5,5,5,gpt-4o
HousePrice-7,persona_89,5,6,7,5,5,6,6,gpt-4o
HousePrice-8,persona_84,5,6,6,5,5,5,5,gpt-4o
HousePrice-8,persona_85,4,5,5,4,4,4,4,gpt-4o
HousePrice-8,persona_86,6,6,7,6,5,6,6,gpt-4o
HousePrice-8,persona_87,4,5,6,4,5,5,5,gpt-4o
HousePrice-8,persona_88,5,5,6,4,5,5,5,gpt-4o
HousePrice-8,persona_89,6,6,7,6,5,6,6,gpt-4o
HousePrice-4,persona_90,6,5,6,4,4,5,5,gpt-4o
HousePrice-4,persona_91,5,4,6,4,5,4,4,gpt-4o
HousePrice-4,persona_92,6,5,6,5,5,5,5,gpt-4o
HousePrice-4,persona_93,5,4,6,4,4,5,4,gpt-4o
HousePrice-4,persona_94,6,6,7,4,5,6,6,gpt-4o
HousePrice-4,persona_95,5,4,6,4,4,4,4,gpt-4o
HousePrice-5,persona_90,5,6,6,4,4,6,5,gpt-4o
HousePrice-5,persona_91,5,5,6,4,4,5,4,gpt-4o
HousePrice-5,persona_92,5,6,6,5,4,5,5,gpt-4o
HousePrice-5,persona_93,5,5,5,4,4,5,4,gpt-4o
HousePrice-5,persona_94,6,6,7,5,5,6,5,gpt-4o
HousePrice-5,persona_95,5,5,6,4,4,4,4,gpt-4o
HousePrice-6,persona_90,5,6,5,4,5,6,5,gpt-4o
HousePrice-6,persona_91,5,5,6,4,4,5,4,gpt-4o
HousePrice-6,persona_92,5,5,5,5,5,5,5,gpt-4o
HousePrice-6,persona_93,5,4,5,4,4,5,4,gpt-4o
HousePrice-6,persona_94,6,6,7,5,5,6,5,gpt-4o
HousePrice-6,persona_95,5,4,5,4,4,4,4,gpt-4o
HousePrice-7,persona_90,6,6,7,5,5,6,6,gpt-4o
HousePrice-7,persona_91,6,6,7,5,5,6,5,gpt-4o
HousePrice-7,persona_92,6,6,6,5,5,6,5,gpt-4o
HousePrice-7,persona_93,6,5,6,5,5,6,5,gpt-4o
HousePrice-7,persona_94,7,7,7,6,6,6,6,gpt-4o
HousePrice-7,persona_95,6,5,6,5,4,5,5,gpt-4o
HousePrice-8,persona_90,6,6,6,5,5,6,5,gpt-4o
HousePrice-8,persona_91,5,6,6,4,5,5,5,gpt-4o
HousePrice-8,persona_92,6,5,6,5,5,6,5,gpt-4o
HousePrice-8,persona_93,6,5,6,5,5,5,5,gpt-4o
HousePrice-8,persona_94,6,6,7,5,6,6,5,gpt-4o
HousePrice-8,persona_95,5,5,6,4,5,5,4,gpt-4o
HousePrice-9,persona_90,6,6,7,6,6,6,6,gpt-4o
HousePrice-9,persona_91,6,6,6,5,6,6,5,gpt-4o
HousePrice-9,persona_92,6,5,6,6,5,6,5,gpt-4o
HousePrice-9,persona_93,5,5,6,5,5,6,5,gpt-4o
HousePrice-9,persona_94,7,7,7,6,6,6,6,gpt-4o
HousePrice-9,persona_95,5,5,6,5,5,5,5,gpt-4o
HousePrice-5,persona_96,6,5,6,4,5,5,5,gpt-4o
HousePrice-5,persona_97,5,6,6,4,4,5,5,gpt-4o
HousePrice-5,persona_98,6,6,6,3,5,6,5,gpt-4o
HousePrice-5,persona_99,5,5,5,4,4,5,5,gpt-4o
HousePrice-5,persona_100,5,5,6,4,5,5,5,gpt-4o
HousePrice-5,persona_101,5,5,5,3,4,5,4,gpt-4o
HousePrice-6,persona_96,6,5,6,4,5,5,5,gpt-4o
HousePrice-6,persona_97,5,6,6,4,4,5,5,gpt-4o
HousePrice-6,persona_98,6,6,6,3,5,6,5,gpt-4o
HousePrice-6,persona_99,5,5,5,4,4,5,5,gpt-4o
HousePrice-6,persona_100,5,5,6,4,5,5,5,gpt-4o
HousePrice-6,persona_101,5,5,5,3,4,5,4,gpt-4o
HousePrice-7,persona_96,6,5,6,3,5,5,5,gpt-4o
HousePrice-7,persona_97,5,5,6,3,4,5,5,gpt-4o
HousePrice-7,persona_98,6,6,6,3,5,6,5,gpt-4o
HousePrice-7,persona_99,5,5,5,3,4,5,5,gpt-4o
HousePrice-7,persona_100,5,5,6,3,5,5,5,gpt-4o
HousePrice-7,persona_101,5,5,6,3,4,5,4,gpt-4o
HousePrice-8,persona_96,6,5,6,3,5,5,5,gpt-4o
HousePrice-8,persona_97,5,6,6,4,4,5,5,gpt-4o
HousePrice-8,persona_98,6,6,6,3,5,5,5,gpt-4o
HousePrice-8,persona_99,5,5,5,3,4,5,5,gpt-4o
HousePrice-8,persona_100,5,5,6,3,5,5,5,gpt-4o
HousePrice-8,persona_101,5,5,6,3,4,5,4,gpt-4o
HousePrice-9,persona_96,6,5,6,4,5,5,5,gpt-4o
HousePrice-9,persona_97,5,6,6,4,4,5,5,gpt-4o
HousePrice-9,persona_98,6,6,6,3,5,6,5,gpt-4o
HousePrice-9,persona_99,5,5,5,4,4,5,5,gpt-4o
HousePrice-9,persona_100,5,5,6,4,5,5,5,gpt-4o
HousePrice-9,persona_101,5,5,5,3,4,5,4,gpt-4o
HousePrice-10,persona_96,6,5,6,4,5,5,5,gpt-4o
HousePrice-10,persona_97,5,6,6,4,4,5,5,gpt-4o
HousePrice-10,persona_98,6,6,6,3,5,6,5,gpt-4o
HousePrice-10,persona_99,5,5,5,4,4,5,5,gpt-4o
HousePrice-10,persona_100,5,5,6,4,5,5,5,gpt-4o
HousePrice-10,persona_101,5,5,5,3,4,5,4,gpt-4o
HousePrice-6,persona_102,6,5,6,4,5,6,5,gpt-4o
HousePrice-6,persona_103,5,6,6,5,5,6,6,gpt-4o
HousePrice-6,persona_104,6,5,7,4,5,6,6,gpt-4o
HousePrice-6,persona_105,5,5,6,5,4,6,5,gpt-4o
HousePrice-6,persona_106,6,6,7,4,5,6,6,gpt-4o
HousePrice-6,persona_107,5,5,6,5,4,5,5,gpt-4o
HousePrice-7,persona_102,4,5,5,3,4,5,5,gpt-4o
HousePrice-7,persona_103,5,6,6,4,5,5,5,gpt-4o
HousePrice-7,persona_104,5,5,5,3,5,5,5,gpt-4o
HousePrice-7,persona_105,4,4,4,3,4,4,4,gpt-4o
HousePrice-7,persona_106,5,6,6,3,5,5,5,gpt-4o
HousePrice-7,persona_107,4,5,5,3,4,4,4,gpt-4o
HousePrice-8,persona_102,5,4,6,4,5,5,5,gpt-4o
HousePrice-8,persona_103,5,5,5,4,5,5,5,gpt-4o
HousePrice-8,persona_104,5,5,6,4,4,5,5,gpt-4o
HousePrice-8,persona_105,4,5,5,5,6,5,5,gpt-4o
HousePrice-8,persona_106,6,6,6,4,5,6,6,gpt-4o
HousePrice-8,persona_107,4,5,5,4,4,5,5,gpt-4o
HousePrice-9,persona_102,4,5,6,3,5,5,5,gpt-4o
HousePrice-9,persona_103,5,6,6,4,5,6,5,gpt-4o
HousePrice-9,persona_104,5,5,6,3,5,6,5,gpt-4o
HousePrice-9,persona_105,4,5,5,4,5,5,5,gpt-4o
HousePrice-9,persona_106,6,6,7,3,5,5,5,gpt-4o
HousePrice-9,persona_107,5,5,5,3,5,5,5,gpt-4o
HousePrice-10,persona_102,6,6,6,4,6,6,6,gpt-4o
HousePrice-10,persona_103,5,5,6,5,6,5,5,gpt-4o
HousePrice-10,persona_104,6,5,6,4,5,5,5,gpt-4o
HousePrice-10,persona_105,5,5,6,5,6,5,5,gpt-4o
HousePrice-10,persona_106,6,6,7,4,6,6,6,gpt-4o
HousePrice-10,persona_107,5,5,6,5,5,5,5,gpt-4o
HousePrice-11,persona_102,5,6,6,5,5,6,5,gpt-4o
HousePrice-11,persona_103,6,5,5,5,5,5,5,gpt-4o
HousePrice-11,persona_104,5,5,5,4,5,5,5,gpt-4o
HousePrice-11,persona_105,5,5,5,4,5,5,5,gpt-4o
HousePrice-11,persona_106,6,6,7,5,6,6,6,gpt-4o
HousePrice-11,persona_107,5,5,6,5,5,5,5,gpt-4o
HousePrice-7,persona_108,6,5,7,5,5,6,6,gpt-4o
HousePrice-7,persona_109,5,5,6,5,5,6,5,gpt-4o
HousePrice-7,persona_110,4,6,5,5,5,5,4,gpt-4o
HousePrice-7,persona_111,6,5,6,5,6,6,6,gpt-4o
HousePrice-7,persona_112,6,5,7,5,5,6,6,gpt-4o
HousePrice-7,persona_113,5,5,6,5,5,6,5,gpt-4o
HousePrice-8,persona_108,7,6,7,5,5,6,6,gpt-4o
HousePrice-8,persona_109,6,6,6,5,6,5,5,gpt-4o
HousePrice-8,persona_110,5,6,5,5,5,5,5,gpt-4o
HousePrice-8,persona_111,6,5,6,5,6,6,6,gpt-4o
HousePrice-8,persona_112,6,5,7,5,5,6,6,gpt-4o
HousePrice-8,persona_113,5,5,6,5,5,6,5,gpt-4o
HousePrice-9,persona_108,6,6,7,5,5,7,6,gpt-4o
HousePrice-9,persona_109,5,5,6,5,5,6,5,gpt-4o
HousePrice-9,persona_110,5,6,6,5,5,6,5,gpt-4o
HousePrice-9,persona_111,6,6,6,5,6,6,6,gpt-4o
HousePrice-9,persona_112,6,6,7,5,5,6,6,gpt-4o
HousePrice-9,persona_113,5,5,6,5,5,5,5,gpt-4o
HousePrice-10,persona_108,6,6,7,5,6,6,6,gpt-4o
HousePrice-10,persona_109,4,5,6,5,5,5,5,gpt-4o
HousePrice-10,persona_110,5,5,5,4,5,5,5,gpt-4o
HousePrice-10,persona_111,6,5,6,5,6,6,6,gpt-4o
HousePrice-10,persona_112,6,6,7,5,6,6,6,gpt-4o
HousePrice-10,persona_113,5,5,6,5,5,5,5,gpt-4o
HousePrice-11,persona_108,7,6,7,5,6,7,6,gpt-4o
HousePrice-11,persona_109,5,5,6,5,6,5,5,gpt-4o
HousePrice-11,persona_110,5,6,5,4,5,5,5,gpt-4o
HousePrice-11,persona_111,6,5,6,5,6,6,6,gpt-4o
HousePrice-11,persona_112,7,6,7,5,6,6,6,gpt-4o
HousePrice-11,persona_113,5,5,6,5,5,5,5,gpt-4o
HousePrice-12,persona_108,7,7,7,6,6,7,6,gpt-4o
HousePrice-12,persona_109,5,5,6,5,6,5,5,gpt-4o
HousePrice-12,persona_110,5,6,6,5,6,6,5,gpt-4o
HousePrice-12,persona_111,6,6,6,6,6,6,6,gpt-4o
HousePrice-12,persona_112,7,6,7,5,7,6,6,gpt-4o
HousePrice-12,persona_113,5,5,6,5,6,5,5,gpt-4o
HousePrice-8,persona_114,6,6,7,5,5,6,6,gpt-4o
HousePrice-8,persona_115,5,6,6,4,5,5,5,gpt-4o
HousePrice-8,persona_116,6,7,7,5,6,6,6,gpt-4o
HousePrice-8,persona_117,5,5,7,4,5,5,5,gpt-4o
HousePrice-8,persona_118,6,6,6,6,6,6,6,gpt-4o
HousePrice-8,persona_119,5,5,6,4,4,5,5,gpt-4o
HousePrice-9,persona_114,5,5,6,4,5,5,5,gpt-4o
HousePrice-9,persona_115,5,5,5,4,5,5,5,gpt-4o
HousePrice-9,persona_116,6,6,7,5,6,6,6,gpt-4o
HousePrice-9,persona_117,5,5,6,4,5,5,5,gpt-4o
HousePrice-9,persona_118,6,6,6,5,6,6,6,gpt-4o
HousePrice-9,persona_119,5,5,5,4,5,5,5,gpt-4o
HousePrice-10,persona_114,6,6,7,5,6,7,6,gpt-4o
HousePrice-10,persona_115,5,6,6,4,6,6,5,gpt-4o
HousePrice-10,persona_116,6,7,7,5,7,7,6,gpt-4o
HousePrice-10,persona_117,5,5,7,4,6,6,5,gpt-4o
HousePrice-10,persona_118,6,6,7,5,6,6,6,gpt-4o
HousePrice-10,persona_119,5,5,6,4,5,5,5,gpt-4o
HousePrice-11,persona_114,5,5,6,4,5,6,5,gpt-4o
HousePrice-11,persona_115,6,6,7,4,5,6,5,gpt-4o
HousePrice-11,persona_116,6,7,7,5,7,7,6,gpt-4o
HousePrice-11,persona_117,6,6,7,5,6,6,6,gpt-4o
HousePrice-11,persona_118,6,6,6,5,6,6,6,gpt-4o
HousePrice-11,persona_119,5,5,6,4,5,5,5,gpt-4o
HousePrice-12,persona_114,5,5,6,4,5,5,5,gpt-4o
HousePrice-12,persona_115,5,6,6,4,5,5,5,gpt-4o
HousePrice-12,persona_116,6,7,7,5,7,6,6,gpt-4o
HousePrice-12,persona_117,5,6,6,4,6,6,5,gpt-4o
HousePrice-12,persona_118,6,7,6,5,6,6,6,gpt-4o
HousePrice-12,persona_119,5,5,6,4,4,5,5,gpt-4o
HousePrice-1,persona_114,5,5,6,4,5,5,5,gpt-4o
HousePrice-1,persona_115,5,6,6,4,5,5,5,gpt-4o
HousePrice-1,persona_116,6,7,7,5,6,6,6,gpt-4o
HousePrice-1,persona_117,5,5,7,4,5,5,5,gpt-4o
HousePrice-1,persona_118,6,6,6,5,6,6,6,gpt-4o
HousePrice-1,persona_119,5,5,6,4,5,5,5,gpt-4o
HousePrice-9,persona_120,6,5,6,4,5,5,5,gpt-4o
HousePrice-9,persona_121,5,5,6,3,5,4,5,gpt-4o
HousePrice-9,persona_122,5,4,5,3,6,4,5,gpt-4o
HousePrice-9,persona_123,4,4,5,4,5,4,4,gpt-4o
HousePrice-9,persona_124,5,5,5,3,5,5,5,gpt-4o
HousePrice-9,persona_125,4,5,5,3,5,4,5,gpt-4o
HousePrice-10,persona_120,5,4,6,4,4,5,5,gpt-4o
HousePrice-10,persona_121,4,4,5,3,4,4,4,gpt-4o
HousePrice-10,persona_122,4,5,5,4,5,4,5,gpt-4o
HousePrice-10,persona_123,4,4,5,3,4,4,4,gpt-4o
HousePrice-10,persona_124,4,5,6,3,5,5,5,gpt-4o
HousePrice-10,persona_125,4,4,5,3,4,4,5,gpt-4o
HousePrice-11,persona_120,6,5,6,4,6,5,5,gpt-4o
HousePrice-11,persona_121,5,5,6,3,5,4,4,gpt-4o
HousePrice-11,persona_122,5,5,5,4,6,5,5,gpt-4o
HousePrice-11,persona_123,5,4,5,3,5,4,4,gpt-4o
HousePrice-11,persona_124,5,5,6,3,5,5,5,gpt-4o
HousePrice-11,persona_125,5,5,5,3,5,5,5,gpt-4o
HousePrice-12,persona_120,5,5,6,4,5,5,5,gpt-4o
HousePrice-12,persona_121,4,5,5,3,5,4,4,gpt-4o
HousePrice-12,persona_122,5,4,5,4,6,5,5,gpt-4o
HousePrice-12,persona_123,4,4,5,3,5,4,4,gpt-4o
HousePrice-12,persona_124,5,4,5,3,5,5,5,gpt-4o
HousePrice-12,persona_125,4,5,5,3,5,5,5,gpt-4o
HousePrice-1,persona_120,6,5,6,4,5,5,5,gpt-4o
HousePrice-1,persona_121,5,5,6,3,5,4,4,gpt-4o
HousePrice-1,persona_122,5,5,5,4,6,5,5,gpt-4o
HousePrice-1,persona_123,5,4,5,3,5,4,4,gpt-4o
HousePrice-1,persona_124,5,5,6,3,5,5,5,gpt-4o
HousePrice-1,persona_125,5,5,5,3,5,5,5,gpt-4o
HousePrice-2,persona_120,5,4,6,4,5,5,5,gpt-4o
HousePrice-2,persona_121,5,4,5,3,5,4,4,gpt-4o
HousePrice-2,persona_122,4,5,5,4,6,5,5,gpt-4o
HousePrice-2,persona_123,4,4,5,3,5,4,4,gpt-4o
HousePrice-2,persona_124,5,4,5,3,5,5,5,gpt-4o
HousePrice-2,persona_125,4,5,5,3,5,5,5,gpt-4o
HousePrice-10,persona_126,5,6,6,3,4,6,5,gpt-4o
HousePrice-10,persona_127,4,5,5,3,4,5,4,gpt-4o
HousePrice-10,persona_128,6,7,5,3,5,6,5,gpt-4o
HousePrice-10,persona_129,4,5,5,3,4,5,4,gpt-4o
HousePrice-10,persona_130,5,5,5,3,5,6,5,gpt-4o
HousePrice-10,persona_131,6,6,6,4,5,6,5,gpt-4o
HousePrice-11,persona_126,6,7,6,4,6,7,6,gpt-4o
HousePrice-11,persona_127,5,6,6,4,5,6,5,gpt-4o
HousePrice-11,persona_128,6,7,6,4,6,6,6,gpt-4o
HousePrice-11,persona_129,5,6,6,4,5,6,5,gpt-4o
HousePrice-11,persona_130,6,6,6,4,6,6,6,gpt-4o
HousePrice-11,persona_131,6,7,7,5,6,7,6,gpt-4o
HousePrice-12,persona_126,6,7,7,5,6,6,6,gpt-4o
HousePrice-12,persona_127,5,6,6,4,5,5,5,gpt-4o
HousePrice-12,persona_128,7,7,6,5,6,7,6,gpt-4o
HousePrice-12,persona_129,6,6,6,4,5,6,5,gpt-4o
HousePrice-12,persona_130,6,6,6,4,6,6,6,gpt-4o
HousePrice-12,persona_131,7,7,7,5,6,7,6,gpt-4o
HousePrice-1,persona_126,5,5,5,4,5,5,5,gpt-4o
HousePrice-1,persona_127,4,5,5,3,4,4,4,gpt-4o
HousePrice-1,persona_128,6,6,5,4,5,5,5,gpt-4o
HousePrice-1,persona_129,5,5,5,3,5,5,4,gpt-4o
HousePrice-1,persona_130,5,5,5,4,5,5,5,gpt-4o
HousePrice-1,persona_131,6,6,6,5,5,6,5,gpt-4o
HousePrice-2,persona_126,5,6,6,4,5,5,5,gpt-4o
HousePrice-2,persona_127,5,5,5,3,4,5,5,gpt-4o
HousePrice-2,persona_128,6,6,6,4,5,6,5,gpt-4o
HousePrice-2,persona_129,5,5,6,4,4,5,5,gpt-4o
HousePrice-2,persona_130,6,6,6,4,5,6,5,gpt-4o
HousePrice-2,persona_131,6,6,6,4,5,6,5,gpt-4o
HousePrice-3,persona_126,6,6,6,4,5,6,5,gpt-4o
HousePrice-3,persona_127,5,5,5,4,4,5,5,gpt-4o
HousePrice-3,persona_128,6,7,6,4,6,6,6,gpt-4o
HousePrice-3,persona_129,5,5,5,4,5,5,5,gpt-4o
HousePrice-3,persona_130,6,6,6,4,5,6,6,gpt-4o
HousePrice-3,persona_131,6,6,6,4,5,6,5,gpt-4o
HousePrice-11,persona_132,6,7,6,4,6,7,6,gpt-4o
HousePrice-11,persona_133,5,6,5,3,5,6,5,gpt-4o
HousePrice-11,persona_134,5,5,6,3,4,5,4,gpt-4o
HousePrice-11,persona_135,4,6,4,4,7,5,5,gpt-4o
HousePrice-11,persona_136,6,6,5,5,6,6,6,gpt-4o
HousePrice-11,persona_137,5,7,5,4,6,6,5,gpt-4o
HousePrice-12,persona_132,6,7,6,4,5,6,6,gpt-4o
HousePrice-12,persona_133,5,6,5,3,4,6,5,gpt-4o
HousePrice-12,persona_134,5,5,6,3,4,5,4,gpt-4o
HousePrice-12,persona_135,4,6,4,4,7,5,5,gpt-4o
HousePrice-12,persona_136,6,6,5,5,6,6,6,gpt-4o
HousePrice-12,persona_137,5,7,5,4,6,6,5,gpt-4o
HousePrice-1,persona_132,6,6,5,3,6,6,6,gpt-4o
HousePrice-1,persona_133,5,5,5,3,5,5,5,gpt-4o
HousePrice-1,persona_134,5,4,6,2,4,4,4,gpt-4o
HousePrice-1,persona_135,4,5,4,3,7,5,5,gpt-4o
HousePrice-1,persona_136,5,6,5,4,5,6,5,gpt-4o
HousePrice-1,persona_137,5,6,4,3,6,5,4,gpt-4o
HousePrice-2,persona_132,5,5,5,3,5,5,5,gpt-4o
HousePrice-2,persona_133,4,4,4,2,4,4,4,gpt-4o
HousePrice-2,persona_134,4,4,5,2,3,3,3,gpt-4o
HousePrice-2,persona_135,3,4,3,3,6,3,3,gpt-4o
HousePrice-2,persona_136,5,5,4,3,4,5,4,gpt-4o
HousePrice-2,persona_137,4,5,4,3,5,4,4,gpt-4o
HousePrice-3,persona_132,6,6,5,3,6,6,5,gpt-4o
HousePrice-3,persona_133,5,5,5,3,5,5,4,gpt-4o
HousePrice-3,persona_134,5,4,5,2,4,4,3,gpt-4o
HousePrice-3,persona_135,4,5,4,3,7,5,4,gpt-4o
HousePrice-3,persona_136,5,6,5,4,5,5,5,gpt-4o
HousePrice-3,persona_137,5,6,4,3,6,4,4,gpt-4o
HousePrice-4,persona_132,6,6,5,3,6,5,5,gpt-4o
HousePrice-4,persona_133,5,5,5,3,5,4,4,gpt-4o
HousePrice-4,persona_134,5,4,5,2,4,3,3,gpt-4o
HousePrice-4,persona_135,4,5,4,3,7,4,4,gpt-4o
HousePrice-4,persona_136,5,6,5,4,5,5,5,gpt-4o
HousePrice-4,persona_137,5,6,4,3,6,4,4,gpt-4o
HousePrice-12,persona_138,6,7,6,5,5,6,6,gpt-4o
HousePrice-12,persona_139,7,6,6,4,6,6,5,gpt-4o
HousePrice-12,persona_140,6,5,5,5,6,5,5,gpt-4o
HousePrice-12,persona_141,7,6,6,6,5,6,6,gpt-4o
HousePrice-12,persona_142,6,5,6,5,5,5,5,gpt-4o
HousePrice-12,persona_143,6,7,6,5,5,6,6,gpt-4o
HousePrice-1,persona_138,6,6,5,5,5,6,5,gpt-4o
HousePrice-1,persona_139,7,6,6,4,6,6,6,gpt-4o
HousePrice-1,persona_140,6,5,5,5,6,5,5,gpt-4o
HousePrice-1,persona_141,7,7,6,6,7,6,7,gpt-4o
HousePrice-1,persona_142,6,5,5,5,5,5,5,gpt-4o
HousePrice-1,persona_143,6,6,6,5,5,6,6,gpt-4o
HousePrice-2,persona_138,5,5,6,5,5,5,5,gpt-4o
HousePrice-2,persona_139,6,5,5,4,5,5,5,gpt-4o
HousePrice-2,persona_140,5,5,6,5,5,5,5,gpt-4o
HousePrice-2,persona_141,6,6,6,6,5,6,6,gpt-4o
HousePrice-2,persona_142,5,5,5,5,5,4,5,gpt-4o
